Name,Bio,Phone,task_name,task_description,Actual_start_date_time,Actual_end_date_time,Planned_start_date_time,Planned_end_date_time,duration_planned,duration_actual,deadline_days,focus level,consistency level
Jordan Mullen,"Outside allow grow improve staff. Best concern say actually.
Long thank process agent. Arm black think staff.
Program this practice. Feel newspaper reason bag you he able buy.
Style save back science discover imagine involve little. Close recent truth one challenge film player learn.",4501804788,Update Calendar,"Scheduled meetings, appointments, and deadlines in a calendar application",1/12/2022 9:00:00,5/12/2022 18:00:00,25-11-2022 9:00,1/12/2022 18:00:00,40 hours,45 hours,6,39,40
Joseph Padilla,"Now although decade she believe.
Real professional financial continue.
She group best find easy. Think five necessary health. Share live of say.
With trial girl operation answer they. Like behavior debate else assume should would left. Leader American wonder.",8757296108,Code review,Provided feedback on a colleague's code,1/7/2022 9:00:00,5/7/2022 18:00:00,25-06-2022 9:00,1/7/2022 18:00:00,40 hours,45 hours,6,45,34
Joseph Sanchez,"Computer three win laugh. Each cell fund apply. Suggest get operation face.
Thought store opportunity true animal physical. West point suddenly work between.
Effect all perform alone any why. Entire rise resource woman. Charge free senior success vote.",09163541492,Respond to Client Inquiry,"Addressed a question or request from a client via email, phone, or chat",10/5/2021 10:00:00,15-05-2021 18:00,5/5/2021 10:00:00,10/5/2021 18:00:00,40 hours,45 hours,4,37,42
Joshua Gomez,"Beyond drop season lead design same candidate. Room energy open hand determine watch situation.
Today fine lot expert commercial budget capital end. Phone sometimes space alone little soon teacher play.
Whom about image. Cover mind practice information build enter. Computer run safe skin eye.",+910620644046,Conduct Market Research,Gather information about a target market and their needs,1/11/2020 9:00:00,5/11/2020 18:00:00,25-10-2020 9:00,1/11/2020 18:00:00,40 hours,45 hours,6,35,44
Joshua Morgan,"Deep free though. Here figure side mother.
Fight fill red necessary. Put room significant practice a hit.
Of worry per administration arrive open. Move base shoulder. Among employee teach offer.
Development type none since mission over hit. Knowledge population prevent. Work serious effect teacher.",02509110638,Conduct Internal Audit,Evaluate compliance with internal policies and procedures within an organization,5/2/2020 9:00:00,10/2/2020 18:00:00,1/2/2020 9:00:00,5/2/2020 18:00:00,30 hours,35 hours,6,44,35
Katherine Roth,"Seven enter poor cost page throughout. Happen anything table happy. Black thus parent leave. Bring sell result.
Language image certainly enter. Civil actually suffer organization phone final structure. Trip various allow might work remain.",8743017372,Code review,Provided feedback on a colleague's code,1/7/2022 9:00:00,5/7/2022 18:00:00,25-06-2022 9:00,1/7/2022 18:00:00,40 hours,45 hours,6,48,31
Kelli Riley,"Wife per stay happen particular. Democratic throughout receive positive a single enter as. Prove deep discover each represent east.
Know song century political. Finally throughout professional house it history both.",+915657788784,Write Code Snippet,Developed a small piece of code to complete a specific functionality,10/3/2022 10:00:00,15-03-2022 18:00,5/3/2022 10:00:00,10/3/2022 18:00:00,40 hours,45 hours,4,48,31
Kimberly Alexander,"Current list country his traditional movie official. Power American fear buy nothing main send bar.
Argue lawyer quite size almost town himself.
Water either but safe view why. Reveal wear wrong young pressure raise. Pressure animal everything stock indicate television.",1277074260,Manage Team Communication,Facilitate information exchange and collaboration among team members,20-09-2022 11:00,20-09-2022 12:00,20-09-2022 10:00,20-09-2022 11:00,1 hour,1 hour,31,36,43
Kimberly Lowe,"Class lose time reveal. Force until play talk without fact TV.
Stop artist everyone style hundred. Opportunity without national. Fear seven never song majority member clearly fish.
Local middle still administration. Morning hope sound even day she.",+917203049572,Conduct User Interviews,"Interviewed users to gather feedback on a product, service, or process",10/6/2022 8:30:00,12/6/2022 17:30:00,1/6/2022 8:30:00,10/6/2022 17:30:00,40 hours,45 hours,9,36,43
Lauren Jones,"Music rock assume sing effort. Sort PM environmental sit. Mrs where real soon tree practice.
Surface ten where reduce structure defense me. Be message education high season.
Air back scene sister she. Indicate community station.",1054293203,Code review,Provided feedback on a colleague's code,10/6/2022 8:30:00,12/6/2022 17:30:00,1/6/2022 8:30:00,10/6/2022 17:30:00,40 hours,45 hours,9,42,37
Maria Terry,"Spring former ever expect firm practice political.
President themselves media side just argue.
Democrat war suggest community either federal. Instead table these today.
Ok foot one indicate example range. Bed leave leg anyone receive.",07092645379,Order Office Supplies,"Placed an order for necessary office supplies, such as paper, pens, or toner cartridges",10/8/2021 8:00:00,12/8/2021 17:00:00,1/8/2021 8:00:00,10/8/2021 17:00:00,40 hours,45 hours,9,34,45
Matthew Jones,"Wide throughout training blood several explain single. While husband watch evening suggest. Difference tough cut end cut indeed significant.
Safe before describe. Gas bring try enjoy sell agent.
Although early despite. End name federal summer the man.",3878236163,Write Blog Post,Create and publish an informative or engaging blog article,20-06-2021 11:00,20-06-2021 12:00,20-06-2021 10:00,20-06-2021 11:00,1 hour,1 hour,31,42,37
Matthew Wilcox,"Field so popular fill lawyer person authority. Husband find score song improve religious admit. Save population federal build cut.
Finally forward fall city interview argue. She include nor involve carry from side interest. Smile amount dream myself.",05125584322,Schedule Meeting,Planned and coordinated a meeting with colleagues or external stakeholders,10/8/2022 10:00:00,15-08-2022 18:00,5/8/2022 10:00:00,10/8/2022 18:00:00,40 hours,45 hours,4,40,39
Miranda Ellis,"Condition statement president left lose. Read put throw plant large agreement physical police.
Economic situation look among. Since skill great heavy right population development.
Capital suggest wide drug rock. Recognize message nearly hold beyond meeting explain charge.",8385123503,Develop Marketing Strategy,"Formulated a plan to promote a product, service, or event",10/3/2022 10:00:00,15-03-2022 18:00,5/3/2022 10:00:00,10/3/2022 18:00:00,40 hours,45 hours,4,35,44
Mitchell Copeland,"Pass evidence with much evening strong truth see.
Pm foreign poor recently about against step cultural. Political mind majority summer party fast well. Near message should society ability.",4974743795,Perform Website Maintenance,"Update content, troubleshoot technical issues, and maintain website performance",10/8/2022 10:00:00,15-08-2022 18:00,5/8/2022 10:00:00,10/8/2022 18:00:00,40 hours,45 hours,4,39,40
Nicole Villegas,"Five difference address newspaper down enter responsibility. Which long sport about single.
Son list establish debate suffer modern. Land movement director support ask now. Major show young firm. State form thank same cold by.",09363869405,Respond to Social Media Comments,"Addressed customer inquiries, complaints, or comments on social media platforms",10/1/2022 8:00:00,15-01-2022 17:00,1/1/2022 8:00:00,10/1/2022 17:00:00,40 hours,45 hours,9,45,34
Rhonda Copeland,"Will back almost indicate property. Republican scientist power.
Learn body subject kind into. Wife different red claim activity. Pass world culture national although evening.
Chair realize safe son section drop. On treat approach future more hot risk.",3550251157,Conduct Internal Audit,Evaluate compliance with internal policies and procedures within an organization,10/3/2022 10:00:00,15-03-2022 18:00,5/3/2022 10:00:00,10/3/2022 18:00:00,40 hours,45 hours,4,49,30
Ricardo Miller,"Might else have city mouth little a. Dark boy citizen laugh maintain. Possible cut leave ball.
Wide resource response mission. Part serve worker with leader thank. Foot organization there clearly.
Together outside professional say different. Set control interesting without draw radio herself.",+918280626295,Prepare Presentation Slides,Design and create slides for a presentation using presentation software,20-09-2022 11:00,20-09-2022 12:00,20-09-2022 10:00,20-09-2022 11:00,1 hour,1 hour,31,31,48
Richard Brooks,"Responsibility positive note until popular traditional spend try. Heart week past majority form.
Six statement expert north. Performance others by central wish.
Performance school method film recent place.
Upon institution strategy work. Offer economy recognize on standard. Both old whole car.",09206049217,Conduct User Interviews,"Interviewed users to gather feedback on a product, service, or process",1/6/2020 9:00:00,5/6/2020 18:00:00,25-05-2020 9:00,1/6/2020 18:00:00,40 hours,45 hours,6,35,44
Robert Rhodes,"Many point show something million security. Cut appear approach by.
Read believe hit successful government ago. Important special war since option food food.
Writer very police hundred.
Politics success rise view minute. Smile thought themselves important imagine put.",1541705200,Develop Social Media Content,"Created engaging content (text, images, videos) for social media platforms",15-07-2021 14:00,15-07-2021 17:00,15-07-2021 13:00,15-07-2021 16:00,3 hours,3 hours,31,37,42
Rodney Palmer,"Camera yet step. Situation check week.
Nearly piece or happen whole product. Him police thousand ask need college rather. Democrat so skill others there race manage.
Mouth foot before take north top toward. Especially away rule reach current clear.
Paper number conference mind.",04291859124,Conduct Market Research,Gather information about a target market and their needs,5/2/2020 9:00:00,10/2/2020 18:00:00,1/2/2020 9:00:00,5/2/2020 18:00:00,30 hours,35 hours,6,41,38
Sarah Bates,"Speak himself sister popular may address. Party body stage interesting one door everyone. Cultural field food break should.
Bank final affect five method town. He us whatever size. Play future president choice lead trip bed.",+917663605838,Conduct Training Session,Delivered training materials or instruction to a group of individuals,10/8/2021 8:00:00,12/8/2021 17:00:00,1/8/2021 8:00:00,10/8/2021 17:00:00,40 hours,45 hours,9,39,40
Scott Escobar,"Oil memory mother big fact reduce early. Push laugh report important send wife learn.
Country hear business watch staff. Back unit trade else protect. Along look owner.",3170840916,Negotiate Contract Terms,Discuss and reach an agreement on the terms of a contract,10/10/2020 8:00:00,15-10-2020 17:00,1/10/2020 8:00:00,10/10/2020 17:00:00,40 hours,45 hours,9,43,36
